en,ru,level,source,source_url
headlong,очертя голову,ungraded,WikDict,https://en.wiktionary.org/wiki/headlong
infallible,безошибочный,ungraded,WikDict,https://en.wiktionary.org/wiki/infallible
coax,увещевать,ungraded,WikDict,https://en.wiktionary.org/wiki/coax
explicate,разъяснять,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
gaunt,костлявый,ungraded,WikDict,https://en.wiktionary.org/wiki/gaunt
morbid,болезненный,ungraded,WikDict,https://en.wiktionary.org/wiki/morbid
ranging,варьирующийся,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
pacify,успокаивать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
pastoral,пастуший,ungraded,WikDict,https://en.wiktionary.org/wiki/pastoral
dogged,настырный,ungraded,WikDict,https://en.wiktionary.org/wiki/dogged
ebb,ослабевать,ungraded,WikDict,https://en.wiktionary.org/wiki/ebb
aide,помощник,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
appease,умиротворить,ungraded,WikDict,https://en.wiktionary.org/wiki/appease
stipulate,оговаривать,ungraded,WikDict,https://en.wiktionary.org/wiki/stipulate
recourse,обращение,ungraded,WikDict,https://en.wiktionary.org/wiki/recourse
constrained,вынужденный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
bate,уменьшать,ungraded,WikDict,https://en.wiktionary.org/wiki/bate
aversion,антипатия,ungraded,WikDict,https://en.wiktionary.org/wiki/aversion
conceit,гонор,ungraded,WikDict,https://en.wiktionary.org/wiki/conceit
loath,нежелающий,ungraded,WikDict,https://en.wiktionary.org/wiki/loath
rampart,вал,ungraded,WikDict,https://en.wiktionary.org/wiki/rampart
extort,вымогать,ungraded,WikDict,https://en.wiktionary.org/wiki/extort
tarry,мешкать,ungraded,WikDict,https://en.wiktionary.org/wiki/tarry
perpetrate,совершать,ungraded,WikDict,https://en.wiktionary.org/wiki/perpetrate
decorum,правила поведения,ungraded,WikDict,https://en.wiktionary.org/wiki/decorum
luxuriant,буйный,ungraded,WikDict,https://en.wiktionary.org/wiki/luxuriant
cant,лицемерие,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
enjoin,велеть,ungraded,WikDict,https://en.wiktionary.org/wiki/enjoin
avarice,алчность,ungraded,WikDict,https://en.wiktionary.org/wiki/avarice
edict,эдикт,ungraded,WikDict,https://en.wiktionary.org/wiki/edict
disconcert,смущать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
symmetry,симметрия,ungraded,WikDict,https://en.wiktionary.org/wiki/symmetry
capitulate,капитулировать,ungraded,WikDict,https://en.wiktionary.org/wiki/capitulate
arbitrate,разрешать спор,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
cleave,раскалывать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
append,добавлять,ungraded,WikDict,https://en.wiktionary.org/wiki/append
visage,выражение лица,ungraded,WikDict,https://en.wiktionary.org/wiki/visage
horde,орда,ungraded,WikDict,https://en.wiktionary.org/wiki/horde
parable,притча,ungraded,WikDict,https://en.wiktionary.org/wiki/parable
chastise,наказывать,ungraded,WikDict,https://en.wiktionary.org/wiki/chastise
foil,предотвратить,ungraded,WikDict,https://en.wiktionary.org/wiki/foil
veritable,настоящий,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
grapple,бороться,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
gentry,дворянство,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
pall,пелена,ungraded,WikDict,https://en.wiktionary.org/wiki/pall
maxim,изречение,ungraded,WikDict,https://en.wiktionary.org/wiki/maxim
projection,проекция,ungraded,WikDict,https://en.wiktionary.org/wiki/projection
prowess,отвага,ungraded,WikDict,https://en.wiktionary.org/wiki/prowess
dingy,грязный и тусклый,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
semblance,подобие,ungraded,WikDict,https://en.wiktionary.org/wiki/semblance
tout,навязывать,ungraded,WikDict,https://en.wiktionary.org/wiki/tout
fortitude,сила духа,ungraded,WikDict,https://en.wiktionary.org/wiki/fortitude
asunder,врозь,ungraded,WikDict,https://en.wiktionary.org/wiki/asunder
rout,разгром,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
staid,степенный,ungraded,WikDict,https://en.wiktionary.org/wiki/staid
beguile,очаровывать,ungraded,WikDict,https://en.wiktionary.org/wiki/beguile
purport,подразумевать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
deprave,развращать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
bequeath,завещать,ungraded,WikDict,https://en.wiktionary.org/wiki/bequeath
enigma,загадка,ungraded,WikDict,https://en.wiktionary.org/wiki/enigma
assiduous,прилежный,ungraded,WikDict,https://en.wiktionary.org/wiki/assiduous
vassal,вассал,ungraded,WikDict,https://en.wiktionary.org/wiki/vassal
quail,робеть,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
outskirts,предместье,ungraded,WikDict,https://en.wiktionary.org/wiki/outskirts
bulwark,защита,ungraded,WikDict,https://en.wiktionary.org/wiki/bulwark
swerve,сгибаться,ungraded,WikDict,https://en.wiktionary.org/wiki/swerve
gird,опоясывать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
betrothed,обручённый,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
prospective,перспективный,ungraded,WikDict,https://en.wiktionary.org/wiki/prospective
advert,обращать внимание,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
peremptory,безапелляционный,ungraded,WikDict,https://en.wiktionary.org/wiki/peremptory
rudiment,основа,ungraded,WikDict,https://en.wiktionary.org/wiki/rudiment
deduce,делать вывод,ungraded,WikDict,https://en.wiktionary.org/wiki/deduce
halting,нерешительный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
ignominy,позор,ungraded,WikDict,https://en.wiktionary.org/wiki/ignominy
ideology,идеология,ungraded,WikDict,https://en.wiktionary.org/wiki/ideology
pallid,бледный,ungraded,WikDict,https://en.wiktionary.org/wiki/pallid
chagrin,огорчение,ungraded,WikDict,https://en.wiktionary.org/wiki/chagrin
obtrude,навязывать,ungraded,WikDict,https://en.wiktionary.org/wiki/obtrude
audacious,дерзкий,ungraded,WikDict,https://en.wiktionary.org/wiki/audacious
construe,истолковывать,ungraded,WikDict,https://en.wiktionary.org/wiki/construe
ford,брод,ungraded,WikDict,https://en.wiktionary.org/wiki/ford
repast,трапеза,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
stint,ограничивать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
fresco,фреска,ungraded,WikDict,https://en.wiktionary.org/wiki/fresco
dutiful,послушный,ungraded,WikDict,https://en.wiktionary.org/wiki/dutiful
hew,сечь,ungraded,WikDict,https://en.wiktionary.org/wiki/hew
parity,равенство,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
affable,любезный,ungraded,WikDict,https://en.wiktionary.org/wiki/affable
interminable,бесконечный,ungraded,WikDict,https://en.wiktionary.org/wiki/interminable
pillage,грабёж,ungraded,WikDict,https://en.wiktionary.org/wiki/pillage
foreboding,предчувствие,ungraded,WikDict,https://en.wiktionary.org/wiki/foreboding
rend,отрывать,ungraded,WikDict,https://en.wiktionary.org/wiki/rend
livelihood,средства к существованию,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
deign,снизойти,ungraded,WikDict,https://en.wiktionary.org/wiki/deign
capricious,капризный,ungraded,WikDict,https://en.wiktionary.org/wiki/capricious
